sample	technology	project	path
HG03540	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03540/raw_data/PacBio_HiFi/m64043_200522_232930.ccs.bam
HG03540	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03540/raw_data/PacBio_HiFi/m64043_200524_055430.ccs.bam
HG03540	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03540/raw_data/PacBio_HiFi/m64043_200525_121851.ccs.bam
HG03540	Illumina	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03540/raw_data/Illumina/child/HG03540.final.cram
HG03540	Illumina	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03540/raw_data/Illumina/child/HG03540.final.cram.crai
HG03579	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03579/raw_data/PacBio_HiFi/m64043_200515_165406.ccs.bam
HG03579	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03579/raw_data/PacBio_HiFi/m64043_200516_230634.ccs.bam
HG03579	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03579/raw_data/PacBio_HiFi/m64043_200518_053124.ccs.bam
HG03579	PacBio	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03579/raw_data/PacBio_HiFi/m64043_200519_115622.ccs.bam
HG03579	Illumina	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03579/raw_data/Illumina/child/HG03579.final.cram
HG03579	Illumina	HPRC	 https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03579/raw_data/Illumina/child/HG03579.final.cram.crai
HG002	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG002/raw_data/PacBio_HiFi/19kb/m64011_190714_120746.Q20.fastq
HG002	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG002/raw_data/PacBio_HiFi/19kb/m64011_190728_111204.Q20.fastq
HG002	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG002/raw_data/PacBio_HiFi/20kb/m64011_190830_220126.Q20.fastq
HG002	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG002/raw_data/PacBio_HiFi/20kb/m64011_190901_095311.Q20.fastq
HG002	Illumina	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG002/raw_data/Illumina/child/HG002_HiSeq30x_subsampled_R1.fastq.gz
HG002	Illumina	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG002/raw_data/Illumina/child/HG002_HiSeq30x_subsampled_R2.fastq.gz
HG002	ONT	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG002/raw_data/nanopore/HG002_ONT_PAD64459_Guppy_3.2.fastq.gz
HG002	ONT	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG002/raw_data/nanopore/HG002_giab_ULfastqs_guppy3.2.4.fastq.gz
HG005	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG005/raw_data/PacBio_HiFi/PBmixSequel788_1_A01_PBXX_30hours_19kbV2PD_70pM_HumanHG005_CCS/m64109_200304_195708.fastq.gz
HG005	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG005/raw_data/PacBio_HiFi/PBmixSequel789_1_A01_PBXW_30hours_15kbV2PD_70pM_HumanHG005_CCS/m64109_200309_192110.fastq.gz
HG005	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG005/raw_data/PacBio_HiFi/PBmixSequel789_2_B01_PBXX_30hours_19kbV2PD_70pM_HumanHG005_CCS/m64109_200311_013444.fastq.gz
HG005	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG005/raw_data/PacBio_HiFi/PBmixSequel840_1_A01_PCCD_30hours_15kbV2PD_70pM_HumanHG005_CCS/m64017_200723_190224.fastq.gz
HG005	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG005/raw_data/PacBio_HiFi/PBmixSequel842_1_A01_PCCD_30hours_15kbV2PD_70pM_HumanHG005_CCS/m64017_200730_190124.fastq.gz
HG005	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG005/raw_data/PacBio_HiFi/PBmixSequel842_2_B01_PCCD_30hours_15kbV2PD_70pM_HumanHG005_CCS/m64017_200801_011415.fastq.gz
HG005	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG005/raw_data/PacBio_HiFi/PBmixSequel842_3_C01_PCCD_30hours_15kbV2PD_70pM_HumanHG005_CCS/m64017_200802_073944.fastq.gz
HG005	Illumina	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG005/raw_data/Illumina/child/5A1-24481579/5A1_S5_L001_R1_001.fastq.gz
HG005	Illumina	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG005/raw_data/Illumina/child/5A1-24481579/5A1_S5_L001_R2_001.fastq.gz
HG005	Illumina	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG005/raw_data/Illumina/child/5A1-24481579/5A1_S5_L002_R1_001.fastq.gz
HG005	Illumina	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG005/raw_data/Illumina/child/5A1-24481579/5A1_S5_L002_R2_001.fastq.gz
HG005	Illumina	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG005/raw_data/Illumina/child/5A2-24481580/5A2_S6_L001_R1_001.fastq.gz
HG005	Illumina	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG005/raw_data/Illumina/child/5A2-24481580/5A2_S6_L001_R2_001.fastq.gz
HG005	Illumina	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG005/raw_data/Illumina/child/5A2-24481580/5A2_S6_L002_R1_001.fastq.gz
HG005	Illumina	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG005/raw_data/Illumina/child/5A2-24481580/5A2_S6_L002_R2_001.fastq.gz
HG005	Illumina	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG005/raw_data/Illumina/child/5B1-24481581/5B1_S7_L001_R1_001.fastq.gz
HG005	Illumina	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG005/raw_data/Illumina/child/5B1-24481581/5B1_S7_L001_R2_001.fastq.gz
HG005	Illumina	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG005/raw_data/Illumina/child/5B1-24481581/5B1_S7_L002_R1_001.fastq.gz
HG005	Illumina	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG005/raw_data/Illumina/child/5B1-24481581/5B1_S7_L002_R2_001.fastq.gz
HG005	Illumina	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG005/raw_data/Illumina/child/5B2-24481582/5B2_S8_L001_R1_001.fastq.gz
HG005	Illumina	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG005/raw_data/Illumina/child/5B2-24481582/5B2_S8_L001_R2_001.fastq.gz
HG005	Illumina	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG005/raw_data/Illumina/child/5B2-24481582/5B2_S8_L002_R1_001.fastq.gz
HG005	Illumina	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG005/raw_data/Illumina/child/5B2-24481582/5B2_S8_L002_R2_001.fastq.gz
HG005	Illumina	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG005/raw_data/Illumina/child/5C1-24481583/5C1_S9_L001_R1_001.fastq.gz
HG005	Illumina	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG005/raw_data/Illumina/child/5C1-24481583/5C1_S9_L001_R2_001.fastq.gz
HG005	Illumina	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG005/raw_data/Illumina/child/5C1-24481583/5C1_S9_L002_R1_001.fastq.gz
HG005	Illumina	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG005/raw_data/Illumina/child/5C1-24481583/5C1_S9_L002_R2_001.fastq.gz
HG005	Illumina	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG005/raw_data/Illumina/child/5C2-24481584/5C2_S10_L001_R1_001.fastq.gz
HG005	Illumina	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG005/raw_data/Illumina/child/5C2-24481584/5C2_S10_L001_R2_001.fastq.gz
HG005	Illumina	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG005/raw_data/Illumina/child/5C2-24481584/5C2_S10_L002_R1_001.fastq.gz
HG005	Illumina	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG005/raw_data/Illumina/child/5C2-24481584/5C2_S10_L002_R2_001.fastq.gz
HG005	Illumina	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG005/raw_data/Illumina/child/5D1-24481585/5D1_S11_L001_R1_001.fastq.gz
HG005	Illumina	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG005/raw_data/Illumina/child/5D1-24481585/5D1_S11_L001_R2_001.fastq.gz
HG005	Illumina	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG005/raw_data/Illumina/child/5D1-24481585/5D1_S11_L002_R1_001.fastq.gz
HG005	Illumina	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG005/raw_data/Illumina/child/5D1-24481585/5D1_S11_L002_R2_001.fastq.gz
HG005	Illumina	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG005/raw_data/Illumina/child/5D2-24481586/5D2_S12_L001_R1_001.fastq.gz
HG005	Illumina	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG005/raw_data/Illumina/child/5D2-24481586/5D2_S12_L001_R2_001.fastq.gz
HG005	Illumina	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG005/raw_data/Illumina/child/5D2-24481586/5D2_S12_L002_R1_001.fastq.gz
HG005	Illumina	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG005/raw_data/Illumina/child/5D2-24481586/5D2_S12_L002_R2_001.fastq.gz
HG005	Illumina	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG005/raw_data/Illumina/child/5F1-24481575/5F1_S1_L001_R1_001.fastq.gz
HG005	Illumina	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG005/raw_data/Illumina/child/5F1-24481575/5F1_S1_L001_R2_001.fastq.gz
HG005	Illumina	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG005/raw_data/Illumina/child/5F1-24481575/5F1_S1_L002_R1_001.fastq.gz
HG005	Illumina	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG005/raw_data/Illumina/child/5F1-24481575/5F1_S1_L002_R2_001.fastq.gz
HG005	Illumina	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG005/raw_data/Illumina/child/5F2-24481576/5F2_S2_L001_R1_001.fastq.gz
HG005	Illumina	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG005/raw_data/Illumina/child/5F2-24481576/5F2_S2_L001_R2_001.fastq.gz
HG005	Illumina	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG005/raw_data/Illumina/child/5F2-24481576/5F2_S2_L002_R1_001.fastq.gz
HG005	Illumina	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG005/raw_data/Illumina/child/5F2-24481576/5F2_S2_L002_R2_001.fastq.gz
HG005	Illumina	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG005/raw_data/Illumina/child/5L1-24481577/5L1_S3_L001_R1_001.fastq.gz
HG005	Illumina	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG005/raw_data/Illumina/child/5L1-24481577/5L1_S3_L001_R2_001.fastq.gz
HG005	Illumina	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG005/raw_data/Illumina/child/5L1-24481577/5L1_S3_L002_R1_001.fastq.gz
HG005	Illumina	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG005/raw_data/Illumina/child/5L1-24481577/5L1_S3_L002_R2_001.fastq.gz
HG005	Illumina	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG005/raw_data/Illumina/child/5L2-24481578/5L2_S4_L001_R1_001.fastq.gz
HG005	Illumina	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG005/raw_data/Illumina/child/5L2-24481578/5L2_S4_L001_R2_001.fastq.gz
HG005	Illumina	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG005/raw_data/Illumina/child/5L2-24481578/5L2_S4_L002_R1_001.fastq.gz
HG005	Illumina	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG005/raw_data/Illumina/child/5L2-24481578/5L2_S4_L002_R2_001.fastq.gz
HG00733	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG00733/raw_data/PacBio_HiFi/HG00733_20190925_EEE_m54329U_190607_185248.Q20.fastq.gz
HG00733	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG00733/raw_data/PacBio_HiFi/HG00733_20190925_EEE_m54329U_190615_010947.Q20.fastq.gz
HG00733	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG00733/raw_data/PacBio_HiFi/HG00733_20190925_EEE_m54329U_190617_231905.Q20.fastq.gz
HG00733	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG00733/raw_data/PacBio_HiFi/HG00733_20190925_EEE_m54329U_190619_052546.Q20.fastq.gz
HG00733	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG00733/raw_data/PacBio_HiFi/HG00733_20190925_EEE_m54329U_190629_180018.Q20.fastq.gz
HG00733	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG00733/raw_data/PacBio_HiFi/HG00733_20190925_EEE_m54329U_190701_222759.Q20.fastq.gz
HG00733	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG00733/raw_data/PacBio_HiFi/HG00733_20190925_EEE_m54329U_190827_173812.Q20.fastq.gz
HG00733	Illumina	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG00733/raw_data/Illumina/child/HG00733.final.cram
HG01109	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG01109/raw_data/PacBio_HiFi/m64043_200827_191459.ccs.bam
HG01109	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG01109/raw_data/PacBio_HiFi/m64043_200829_012836.ccs.bam
HG01109	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG01109/raw_data/PacBio_HiFi/m64043_200830_075523.ccs.bam
HG01109	Illumina	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG01109/raw_data/Illumina/child/HG01109.final.cram
HG01243	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG01243/raw_data/PacBio_HiFi/m64136_200827_191603.ccs.bam
HG01243	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG01243/raw_data/PacBio_HiFi/m64136_200829_012933.ccs.bam
HG01243	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG01243/raw_data/PacBio_HiFi/m64136_200830_075556.ccs.bam
HG01243	Illumina	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG01243/raw_data/Illumina/child/HG01243.final.cram
HG02055	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG02055/raw_data/PacBio_HiFi/m64136_201014_213617.ccs.bam
HG02055	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG02055/raw_data/PacBio_HiFi/m64136_201016_205143.ccs.bam
HG02055	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG02055/raw_data/PacBio_HiFi/m64136_201018_030620.ccs.bam
HG02055	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG02055/raw_data/PacBio_HiFi/m64136_201107_033114.ccs.bam
HG02055	Illumina	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG02055/raw_data/Illumina/child/HG02055.final.cram
HG02080	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG02080/raw_data/PacBio_HiFi/m64043_200904_190723.ccs.bam
HG02080	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG02080/raw_data/PacBio_HiFi/m64043_200906_012211.ccs.bam
HG02080	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG02080/raw_data/PacBio_HiFi/m64043_200907_074948.ccs.bam
HG02080	Illumina	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG02080/raw_data/Illumina/child/HG02080.final.cram
HG02109	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG02109/raw_data/PacBio_HiFi/m64136_200924_175741.ccs.bam
HG02109	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG02109/raw_data/PacBio_HiFi/m64136_200928_195239.ccs.bam
HG02109	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG02109/raw_data/PacBio_HiFi/m64136_200930_020708.ccs.bam
HG02145	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG02145/raw_data/PacBio_HiFi/m64043_200924_175630.ccs.bam
HG02145	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG02145/raw_data/PacBio_HiFi/m64043_200928_195132.ccs.bam
HG02145	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG02145/raw_data/PacBio_HiFi/m64043_200930_020605.ccs.bam
HG02145	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG02145/raw_data/PacBio_HiFi/m64136_201019_093412.ccs.bam
HG02145	Illumina	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG02145/raw_data/Illumina/child/HG02145.final.cram
HG02723	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG02723/raw_data/PacBio_HiFi/m64043_191221_024136.ccs.bam
HG02723	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG02723/raw_data/PacBio_HiFi/m64043_191223_180311.ccs.bam
HG02723	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG02723/raw_data/PacBio_HiFi/m64043_191225_001554.ccs.bam
HG02723	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG02723/raw_data/PacBio_HiFi/m64043_191226_064057.ccs.bam
HG02723	Illumina	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG02723/raw_data/Illumina/child/HG02723.final.cram
HG02818	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG02818/raw_data/PacBio_HiFi/m64043_200206_173947.ccs.bam
HG02818	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG02818/raw_data/PacBio_HiFi/m64043_200207_235213.ccs.bam
HG02818	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG02818/raw_data/PacBio_HiFi/m64043_200209_061852.ccs.bam
HG02818	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG02818/raw_data/PacBio_HiFi/m64043_200314_004623.ccs.bam
HG02818	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG02818/raw_data/PacBio_HiFi/m64043_200315_071057.ccs.bam
HG02818	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG02818/raw_data/PacBio_HiFi/m64043_200316_214923.ccs.bam
HG02818	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG02818/raw_data/PacBio_HiFi/m64043_200318_040100.ccs.bam
HG02818	Illumina	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG02818/raw_data/Illumina/child/HG02818.final.cram
HG02970	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG02970/raw_data/PacBio_HiFi/m64043_200229_115457.ccs.bam
HG02970	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG02970/raw_data/PacBio_HiFi/m64043_200306_190054.ccs.bam
HG02970	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG02970/raw_data/PacBio_HiFi/m64043_200310_162218.ccs.bam
HG02970	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG02970/raw_data/PacBio_HiFi/m64043_200312_183358.ccs.bam
HG02970	Illumina	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG02970/raw_data/Illumina/child/HG02970.final.cram
HG03098	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG03098/raw_data/PacBio_HiFi/m64043_201123_083343.ccs.bam
HG03098	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG03098/raw_data/PacBio_HiFi/m64043_201128_031055.ccs.bam
HG03098	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG03098/raw_data/PacBio_HiFi/m64043_201203_004011.ccs.bam
HG03098	Illumina	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG03098/raw_data/Illumina/child/HG03098.final.cram
HG03486	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG03486/raw_data/PacBio_HiFi/m64043_200424_162541.ccs.bam
HG03486	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG03486/raw_data/PacBio_HiFi/m64043_200425_223840.ccs.bam
HG03486	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG03486/raw_data/PacBio_HiFi/m64043_200428_155222.ccs.bam
HG03486	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG03486/raw_data/PacBio_HiFi/m64043_200429_220517.ccs.bam
HG03486	Illumina	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG03486/raw_data/Illumina/child/HG03486.final.cram
HG03492	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG03492/raw_data/PacBio_HiFi/m64136_200904_190830.ccs.bam
HG03492	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG03492/raw_data/PacBio_HiFi/m64136_200906_012331.ccs.bam
HG03492	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG03492/raw_data/PacBio_HiFi/m64136_200907_075143.ccs.bam
HG03492	Illumina	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG03492/raw_data/Illumina/child/HG03492.final.cram
NA18906	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/NA18906/raw_data/PacBio_HiFi/m64136_200521_171936.ccs.bam
NA18906	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/NA18906/raw_data/PacBio_HiFi/m64136_200523_195722.ccs.bam
NA18906	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/NA18906/raw_data/PacBio_HiFi/m64136_200525_021027.ccs.bam
NA18906	PacBio	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/NA18906/raw_data/PacBio_HiFi/m64136_200526_083627.ccs.bam
NA18906	Illumina	HPRC plus	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/NA18906/raw_data/Illumina/child/NA18906.final.cram
